a,b,c,d,e,f
-1.41619411637658,54.381051074441096,7.13559895726658,94.0,6.1,2587.0
-1.51844867853495,54.5325442618463,7.16842458152329,93.6,6.0,2557.0
-1.5394383609358502,54.686965917295396,7.25476571054067,91.2,5.8,2572.0
-1.5870303282871698,54.6899515018091,7.31534294988937,91.0,5.8,2466.0
-1.44983486626076,54.3761883077394,7.12799042663589,93.1,6.1,2525.0
-1.6720489365333102,54.5136633249128,7.131983080383179,92.7,6.0,2521.0
-1.5235084459274097,54.544005854591,7.1256724972283605,94.4,6.0,2529.0
-1.26981886154206,54.5407864892231,7.11086985867382,95.2,6.0,2569.0
-1.56928137207118,54.62186309986179,7.01023667123609,88.2,5.9,2640.0
-1.42669383367312,54.4481564555982,7.05914059318134,94.5,6.1,2602.0
-1.6067217152740703,54.722956522370005,7.05500634977211,88.5,5.8,2642.0
-1.6390681542554701,55.019800112186005,7.1018754728641795,78.2,5.5,2809.0
-1.31293908853956,54.627111101057395,7.181264827222151,94.1,5.9,2518.0
-1.72353119930143,55.20597852473121,7.1071136328932,77.8,5.3,2794.0
-1.59212787266067,54.3420168894775,6.993059433495519,88.6,6.2,2609.0
-1.44872483609675,54.479781472857894,7.082954142684151,95.7,6.0,2601.0
-1.59951379505202,54.5113642169529,6.99492369059549,87.4,6.0,2563.0
-1.68931639947322,55.5723982400875,7.01947046104025,78.2,4.9,2777.0
-1.6353306981784699,54.8035646089909,6.977270550544961,80.1,5.7,2801.0
-1.66074873499861,54.901995084731595,7.00994213309971,78.1,5.6,2648.0
-1.57679974129082,54.8772202916578,7.23627003078667,93.0,5.6,2602.0
-1.5723224294453302,54.630063487722204,7.14885338940705,95.5,5.9,2624.0
-1.57907055957963,54.4067383768429,7.09681856136346,94.2,6.1,2503.0
-1.5371596610964502,54.59597023633199,7.09957634198826,94.2,5.9,2665.0
-1.5253880639563,54.6035173713284,7.166524882314791,93.9,5.9,2520.0
-1.6201312167093,54.7170739359383,7.205037576152541,93.0,5.8,2565.0
-1.59531544926518,55.087455591819,7.097369646410151,88.6,5.4,2695.0
-1.7662599637801497,54.6676348595417,7.05456835032225,79.3,5.8,2874.0
-1.5810873302867499,54.2654022415364,7.17364911608752,93.7,6.2,2534.0
-1.71390201281232,54.819144576651105,7.113852791104599,78.1,5.7,2921.0
-1.35738520693022,54.3017207485989,7.17166184608494,94.3,6.2,2715.0
-1.4354427877698002,54.6615530703208,7.219569326896219,93.7,5.8,2503.0
-1.4363602622804401,54.5334257325313,7.291472549506721,93.0,6.0,2464.0
-1.5316614810233102,54.542180329888,7.19465244755437,93.4,6.0,2520.0
-1.7028389709126002,54.8215559574695,7.2210989719365095,87.1,5.7,2490.0
-1.7174119912172,54.823901032496394,7.2495790350123706,86.9,5.7,2412.0
-1.4514902517478303,54.6971583727172,7.22226232241646,92.5,5.8,2447.0
-1.5714784556492298,54.8068455965162,7.27527845477769,93.5,5.7,2412.0
-1.43289016835696,54.933277694253704,7.28113569223238,93.3,5.6,2468.0
-1.4293016204455302,54.844820338739005,7.3078626856105195,93.2,5.7,2474.0
-1.5617518206819498,54.9361943366356,7.258016354069571,92.4,5.6,2417.0
-1.58438165690141,54.7705332169856,7.257817706011339,92.2,5.7,2353.0
-1.6442374562555302,55.232884656756895,6.722316655245151,80.0,5.3,2950.0
-1.61023535744975,54.569347056826295,6.812744372581119,87.7,5.9,2685.0
-1.6568753032975,54.827248831903404,6.85293958007422,87.1,5.7,2608.0
-1.5415705892301599,55.261525855414106,6.77028882821285,81.4,5.2,3137.0
-1.6140394896384498,55.4518195191817,6.722316895597169,78.8,5.0,2874.0
-1.4263883554834198,54.14832742670279,6.89104126663705,94.2,6.4,2517.0
-1.79561539008625,54.8885768305843,6.875198109626219,85.7,5.6,2665.0
-1.66369009896273,54.856625371055,6.89808301068523,88.6,5.6,2688.0
-1.3914070431421999,54.615207295596,6.90002495212115,95.5,5.9,2620.0
-1.66566569977404,55.0452281121605,6.83864502787985,78.6,5.5,2851.0
-1.75276895643553,55.5180728435278,6.7630931792941205,79.4,5.0,2814.0
-1.60853997140131,54.874538915248095,6.92798544472947,94.6,5.6,2623.0
-1.60457349609976,54.76944735390221,6.822204028559719,94.2,5.7,2562.0
-1.69313223661028,54.4051366551191,6.9326750053117,94.4,6.1,2476.0
-1.58565362052051,54.6085657160598,6.811983434342429,88.8,5.9,2422.0
-1.73182773832708,54.905511247278795,6.739515545958331,81.7,5.6,2904.0
-1.6802123518548,54.5447740849016,6.78432878068344,88.9,6.0,2624.0
-1.6434224892502702,54.5566160698987,6.809658151365451,88.0,5.9,2607.0
-1.5726400685508701,54.4683191105117,6.7044253330379995,89.6,6.0,2623.0
-1.57242203855508,54.4326401692426,6.79098146789311,96.7,6.1,2651.0
-1.8043922158543602,54.6173038006814,6.6876373247302805,81.8,5.9,3016.0
-1.45480606045843,54.3721738221972,6.801854914344831,96.8,6.1,2664.0
-1.86788333349647,54.876014599067,6.70145559531241,81.4,5.6,3025.0
-1.6521127072469601,55.1228663549192,6.730315293553111,80.9,5.4,2909.0
-1.41931751189971,54.4583264749036,6.875865016732679,95.5,6.0,2671.0
-1.68498070449938,55.2347259700704,6.69721129938537,79.2,5.3,2760.0
-1.59901575839223,54.566167333260495,6.926695708583809,94.5,5.9,2674.0
-1.84969873487138,55.0671024082569,6.69307909184067,80.6,5.4,2643.0
-1.6634655245779397,54.6417977493484,6.72958642534497,82.1,5.9,2696.0
-1.63595332116054,54.5553259828359,6.77056849043136,89.3,5.9,2373.0
-1.64184661883495,54.6077175609068,6.912301822200531,95.7,5.9,2466.0
-1.7971563186317199,54.095601763209494,6.771345207293989,89.0,6.4,2545.0
-2.02568640431863,54.276935574604394,6.74370696286109,87.1,6.2,2485.0
-1.7390854871494998,54.5863281203886,6.836360457112121,87.6,5.9,2664.0
-1.98047952573951,53.8831638316018,6.494529573360451,86.7,6.6,1677.0
-1.8646760785718701,54.3561693142505,6.64614100649453,86.1,6.1,1652.0
-1.75494446607034,54.999060481593396,6.76106255922392,78.5,5.5,2632.0
-1.5069949036535502,54.4423206972739,6.96963404972929,93.4,6.1,2470.0
-1.39387733652485,54.3477858928483,6.83705431351749,96.2,6.2,2536.0
-1.9750719318825,54.28162866189071,6.62212852493155,87.5,6.2,2072.0
-1.78409898612333,54.500174407950794,6.7834178272489,87.9,6.0,2569.0
-1.83053807568066,54.5728763867661,6.77503760521277,88.4,5.9,2577.0
-1.6080302377474902,54.662114384355,6.892128964352809,87.0,5.8,2608.0
-1.9495603748480201,54.8783822767143,6.81792243220291,79.4,5.6,2599.0
-1.7218216835281699,54.4701080151167,6.71229826626446,87.9,6.0,2608.0
-1.52390374647805,54.428830277606494,6.912593215010309,95.4,6.1,2532.0
-1.4802618842104,54.710200456819294,6.954659667995019,95.3,5.8,2539.0
-1.71369996421433,55.1145752165326,6.83220182924489,78.7,5.4,2759.0
-1.6585225169157498,54.8644608030126,6.8255938494486905,87.8,5.6,2444.0
-1.78964801873265,54.8273340624653,6.938639271977509,95.5,5.7,2634.0
-1.6116670131397097,54.618660380412706,6.80131041743302,88.4,5.9,2521.0
-1.73222353331709,54.9447415214689,6.703312864409809,80.1,5.6,2957.0
-1.8190657812601299,54.7375391374575,6.86086663504283,87.5,5.8,2733.0
-1.89803209822242,54.7456116091741,6.8675733078961505,86.8,5.8,2721.0
-1.7220147064395,54.6822647635763,6.84704602457942,86.4,5.8,2394.0
-1.4385816689682298,54.3836713207517,6.845862162395201,95.9,6.1,2556.0
-1.5203247432899902,54.6817636112682,6.927892368084719,96.4,5.8,2560.0
-1.74212698833954,54.598840856322205,6.82392470447175,86.8,5.9,2591.0
-1.6332762134053302,54.7914234153357,6.92453929320269,95.1,5.7,2477.0
-1.64273886713804,54.44460095285729,6.891244129739679,94.6,6.1,2561.0
-1.6622040252052799,54.7400759174164,6.82796076176149,87.5,5.8,2534.0
-1.6036828708058102,54.5166540535386,6.80812800623119,88.3,6.0,2485.0
-1.6629994393474599,54.9718165457341,6.73418330683345,80.6,5.5,2845.0
-1.44963875730543,54.7542570640275,6.92900514092772,95.2,5.7,2358.0
-1.4384838188371798,54.5562843881392,6.92340540541684,93.4,5.9,2384.0
-1.52436189992499,54.8055508741851,6.938383765015709,94.7,5.7,2445.0
-1.49672550305244,54.3145912411193,6.941249408945639,94.3,6.2,2513.0
-1.5545156771467599,54.74842081971621,6.95683054671971,94.7,5.8,2405.0
-1.72257677682146,54.742531191272604,6.95948671513705,93.9,5.8,2368.0
-1.8839492305607901,54.7573472379025,6.961601136734919,86.3,5.7,2430.0
-1.5644611872068,54.534431344647,6.9723872652905,95.2,6.0,2519.0
-1.5005068106335402,54.4265965766722,6.91330161929644,95.3,6.1,2495.0
-1.50379367938326,54.6994405322571,6.99344625572417,94.9,5.8,2523.0
-1.80122147239895,54.710496312444896,6.8593597301222005,87.4,5.8,2460.0
-1.6580085775318798,54.84242412423411,7.01210667566247,94.7,5.7,2517.0
-1.8757257534705702,54.68246536713529,6.89473231026516,87.2,5.8,2501.0
-1.51893775718467,54.373851083414095,6.96285700392462,95.3,6.1,2649.0
-1.54131636187622,54.541124094552,6.95376439329123,94.5,6.0,2587.0
-1.60173840737432,54.5612893292214,7.04125210431054,94.4,5.9,2551.0
-1.4326857460548201,54.434297553217604,6.942622573535219,96.3,6.1,2661.0
-1.52532207572321,54.612101632149404,6.96883127640027,95.4,5.9,2590.0
-1.3746078706204599,54.52822101069899,6.9655333882741495,94.6,6.0,2565.0
-1.69497572697882,54.911917586649295,6.91891195547063,85.9,5.6,2628.0
-1.7961696435841799,54.7353747803209,6.9776850292953805,86.7,5.8,2613.0
-1.47991634269014,54.756432929792005,7.001782886204929,96.2,5.7,2491.0
-1.5588383020634198,54.52680152348061,7.03144524451579,95.4,6.0,2601.0
-1.99881886519416,53.9983112516131,6.750306013435369,89.0,6.5,1575.0
-1.78000751155141,54.71265181935121,6.865997569927571,88.1,5.8,2472.0
-1.68060438862618,54.6884868380216,6.98256358653381,95.4,5.8,2555.0
-1.64436079253249,54.721626517652595,6.918239258674769,95.0,5.8,2536.0
-1.5778590015137801,54.6714513510015,6.99879309283818,94.4,5.8,2592.0
-1.78029186313607,54.7262851296533,6.890391225280559,87.6,5.8,2623.0
-1.5801281143751,54.507373712342904,6.9740828654365,95.5,6.0,2593.0
-1.67915717271377,54.662212103019506,6.95930186490291,95.4,5.8,2635.0
-1.43676071600867,54.426697794514105,6.982840699846599,94.6,6.1,2598.0
-1.7447486500307599,54.913779444678,6.8979479585726295,78.9,5.6,2825.0
-1.65739300410777,54.42629965881021,7.00186719306161,93.9,6.1,2494.0
-1.56066562502558,54.761914010713504,7.05122794431155,94.8,5.7,2488.0
-1.63588809472781,55.185283527219106,6.927873247061019,78.9,5.3,2878.0
-1.4934305998262,54.603900647413795,7.07929354389208,96.4,5.9,2678.0
-1.71692661010819,54.7132542502796,6.948635070908621,88.6,5.8,2743.0
-1.79687121483174,54.816811423596704,6.934535023404161,87.7,5.7,2642.0
-1.6438757008039702,54.7546180370488,6.90892584983865,87.3,5.7,2617.0
-1.77022691644206,54.7739341309101,7.015819421800519,86.6,5.7,2496.0
-1.8364438444649398,54.5762869854268,7.0783080767881295,94.1,5.9,2544.0
-1.7817277023261202,55.366249404558,6.92310537835678,78.0,5.1,2872.0
-1.6609214102327299,54.804339087498796,7.126937112308591,93.5,5.7,2627.0
-1.5199052450278798,55.2450573979766,6.684290683786429,80.0,5.3,2879.0
-1.60137073221661,54.6322819507126,6.56363737661672,80.8,5.9,2924.0
-1.33725393162475,54.324834581886705,6.847088910006599,96.1,6.2,2691.0
-1.40691746717599,54.28574017689421,6.830612220691509,95.6,6.2,2727.0
-1.43850141153123,54.4709592345498,6.6662214367927195,88.3,6.0,2769.0
-1.3021728328159299,54.7286149816329,6.864813341093451,96.5,5.8,2737.0
-1.45669492607369,54.7104170351255,6.796396552281691,87.7,5.8,2748.0
-1.6752844403996998,54.960070460783605,6.6781729746331395,80.0,5.5,2995.0
-1.33856998787466,54.7199365104969,6.77259811945843,87.7,5.8,2709.0
-1.46611789307679,54.6764278104276,6.7201017585577,78.8,5.8,2893.0
-1.51806690809167,54.6304559890635,6.7215970760692,86.7,5.9,2559.0
-1.54882644002482,54.625885265212496,6.73014173732382,87.0,5.9,2674.0
-1.47333296610879,54.58555049127,6.740804854629331,87.1,5.9,2703.0
-1.61069141021425,54.8423499046901,6.70621894745684,78.8,5.7,2866.0
-1.33628709179311,54.174772321328405,6.90675769393942,94.3,6.3,2689.0
-1.6425358924050701,54.569863220987905,6.788563156071839,85.5,5.9,2581.0
-1.6314977389432799,54.746322787193606,6.7246468057954,79.3,5.8,2810.0
-1.83398990997825,55.053171479654,6.73025878429291,76.9,5.4,2727.0
-1.5099151807314097,54.410580278997,6.7863315268503,93.3,6.1,2642.0
-1.4343000851704197,54.4688882777435,6.72549191402527,87.0,6.0,2586.0
-1.4449251971153603,54.6969065325535,6.80888065447655,87.7,5.8,2773.0
-1.68293992221106,55.0655576448417,6.78601163093911,78.3,5.4,2957.0
-1.7030284600218302,55.0578514965059,6.74050308866264,77.7,5.4,2775.0
-1.27825698923565,54.5444248115658,6.88534246705003,95.8,6.0,2652.0
-1.3896135905883202,54.5342050720897,6.97321693761432,95.5,6.0,2592.0
-1.23225265464881,54.5791033643126,6.882391988011401,94.8,5.9,2643.0
-1.6073069135654,54.594103488108,6.81476181422136,86.4,5.9,2636.0
-1.36643186529624,54.485758349182994,6.8808515497703,94.6,6.0,2557.0
-1.6216150326715402,54.72788653844971,6.800565407461099,87.9,5.8,2759.0
-1.62168089838982,54.823998736247205,6.79976346373595,85.3,5.7,2621.0
-1.62592587834452,55.006830098116595,6.782908464971401,78.7,5.5,2773.0
-1.62592568680309,54.901257009357394,6.79323252993256,85.9,5.6,2665.0
-1.59553039090069,54.9898300628641,6.7249580962153495,78.8,5.5,2767.0
-1.84610576990444,54.3454147802881,6.681305867683481,87.2,6.2,1783.0
-1.76748360212487,54.8818884243683,6.688982029941929,80.2,5.6,2847.0
-1.36453501476802,54.1543377608305,6.760455365588441,87.9,6.3,2689.0
-1.38277384490818,54.5855466180885,6.78071688989167,88.0,5.9,2674.0
-1.55239116204537,54.369519906521,6.784890463096759,87.9,6.1,2645.0
-1.1908109293458,54.3216739007586,6.85507074657936,96.5,6.2,2745.0
-1.4334270452603302,54.624112939685,6.85569596992176,96.6,5.9,2698.0
-1.3605943009822699,54.5391537814784,6.8313005520725,97.3,6.0,2745.0
-1.4474937641124699,54.547579062074796,6.84146234660266,88.7,6.0,2779.0
-1.53763744209275,54.567820993698206,6.8169900709595,87.8,5.9,2697.0
-1.45406897194053,54.6880263871348,6.884799119301469,95.4,5.8,2630.0
-1.32273362849031,54.0481296555501,6.918940770039329,94.5,6.5,2584.0
-1.4387175575965199,54.805868153885605,6.96978391822718,93.9,5.7,2595.0
-1.57289650950267,54.886192450226496,6.91889974742909,86.5,5.6,2633.0
-1.6123985006766,54.8051802148,6.836500754633009,85.8,5.7,2614.0
-1.53224594605327,54.387997026145705,7.0091544427198205,91.5,6.1,2595.0
-1.40337054494304,54.6322891377806,6.8694343794206105,87.8,5.9,2675.0
-1.50113783108109,54.6240855502069,6.84159334242112,87.0,5.9,2743.0
-1.60717573785077,54.668790291756004,6.91701962333985,87.1,5.8,2598.0
-1.54981209762438,54.729002432816706,6.8717097824007904,88.2,5.8,2582.0
-1.5328633147648898,54.651569879841794,6.9083621303616,88.3,5.8,2689.0
-1.3548690764410503,54.300466745791596,6.923728287458429,93.8,6.2,2666.0
-1.3490765990201297,54.34142942507461,6.95005606566205,94.9,6.2,2680.0
-1.3457497742868798,54.263134814561504,6.94923277566738,93.5,6.2,2607.0
-1.45034531715444,54.279498091408996,6.876371726022559,93.9,6.2,2583.0
-1.35017724431196,54.4352376940355,6.93304435632193,94.8,6.1,2596.0
-1.50946758827505,54.8230933528826,6.85410270769991,87.8,5.7,2578.0
-1.55217924569702,55.056759812995395,6.86502683985683,79.0,5.4,2912.0
-1.5111839238520801,54.799734563506796,7.05650093536749,93.4,5.7,2487.0
-1.64001807601799,54.7788258326219,6.745024929966849,81.3,5.7,2857.0
-1.32789786326922,54.455562914422295,6.940891987943861,95.6,6.0,2599.0
-1.5944074906460401,55.122437244584894,6.79767626728984,79.0,5.4,2935.0
-1.4400638847266498,54.507769736331504,6.821082182223161,88.4,6.0,2607.0
-1.6020894223406599,54.7001057349058,6.854083001832381,87.6,5.8,2643.0
-1.3943624472701999,54.464480452275,6.88414018693933,88.2,6.0,2607.0
-1.5691061829404098,54.8438551085254,6.91870492180667,77.8,5.7,2885.0
-1.3767343349453798,54.735979215288495,6.95970433274732,94.5,5.8,2505.0
-1.51818781673828,54.2638729993814,6.97257811335912,94.8,6.2,2562.0
-1.74386669940854,54.9300503569956,6.799698832858581,79.3,5.6,2805.0
-1.57674707195043,54.75508822434179,6.76138292406834,80.8,5.7,2876.0
-1.7298999149668202,55.1314588780393,6.87130024673246,78.8,5.4,2876.0
-1.4971004768261698,54.5169474736442,6.99907223101118,93.7,6.0,2559.0
-1.5915475233573502,54.6285387516112,7.0606399186766895,92.7,5.9,2585.0
-1.46699665950791,54.7168451689445,6.8170798338717695,88.4,5.8,2638.0
-1.2920645022476298,54.4110258650173,6.93916685382434,95.2,6.1,2609.0
-1.46098091365554,54.6510133752301,7.03890828951532,94.0,5.8,2590.0
-1.5495257525489,54.7143055215102,6.831407102359151,87.8,5.8,2704.0
-1.56515021786058,54.63685087956429,6.86620036093601,87.7,5.9,2677.0
-1.45942871839675,54.5714628907446,7.016080589334849,93.7,5.9,2606.0
-1.48621351608058,54.5870670739742,6.9573023007632,95.2,5.9,2692.0
-1.61620440247724,54.682603951225396,6.92676555306149,86.3,5.8,2695.0
-1.4000883266699198,54.5627602915185,7.019540578306731,94.0,5.9,2534.0
-1.46319130225364,54.608525294676,7.02332176934165,93.1,5.9,2523.0
-1.2201967741778799,54.64558676747539,7.027009032309951,94.8,5.9,2578.0
-1.3625830141684498,54.305581576239604,6.91096714300824,88.1,6.2,2590.0
-1.25346663619273,54.35127479244989,6.915325612240241,95.3,6.1,2579.0
-1.2255789281429499,54.5782024134964,7.00521751177607,95.3,5.9,2599.0
-1.57325704727947,54.47866259539829,6.882585778724249,87.2,6.0,2467.0
-1.37367778008177,54.3678262045681,6.85919218563508,89.1,6.1,2765.0
-1.5094315670891598,54.9037164379446,6.822842994939059,79.7,5.6,2752.0
-1.5317202327119,54.8939877551505,6.859157738565989,79.5,5.6,2768.0
-1.20176459772237,54.5310609329681,7.022302988333981,94.0,6.0,2592.0
-1.47908669895631,54.648515878190004,6.88245931453591,87.7,5.9,1313.0
-1.3091589266064698,54.273650328061294,6.95667130876917,95.3,6.2,2576.0
-1.4741180015178001,54.697852312641004,6.8798782016529705,87.3,5.8,2496.0
-1.4864487448036598,54.4748901385678,6.855008370998889,87.6,6.0,2650.0
-1.8951348483573702,54.4343086882446,6.79947092795005,87.6,6.1,1761.0
-1.45686698038364,54.5488575842168,6.9200902618713895,86.7,6.0,2594.0
-1.35953576914651,54.78149197737039,6.949158689385179,88.5,5.7,2627.0
-1.62452557335053,54.6638035468357,6.914930808576339,87.3,5.8,2633.0
-1.37738078224992,54.50471154943129,6.981588067229019,94.4,6.0,2499.0
-1.5207656187072,54.6908012999463,7.04722680349672,92.8,5.8,2572.0
-1.33920529340443,54.576663900864105,7.030995218814581,94.7,5.9,2637.0
-1.55190458321085,54.7641598141574,7.01359877165839,87.4,5.7,2696.0
-1.6194360390367901,54.6130581506199,6.931661099480539,86.4,5.9,2674.0
-1.4239109916569999,54.203526089140304,7.040468092797461,92.5,6.3,2538.0
-1.39965085924079,54.998666301603,7.1424933426115595,92.5,5.5,2582.0
-1.1410256045203702,54.919577751661905,7.10350761910372,94.6,5.6,2559.0
-1.30377189649257,54.2296031683453,6.99768647267246,86.3,6.3,2714.0
-1.3323249968871298,54.552651702412994,7.02258773390738,87.6,5.9,2739.0
-1.3889891860610801,54.464446333537,7.0011992396384,87.8,6.0,2746.0
-1.11807786023751,54.50465076789929,7.0025026003392,95.9,6.0,2718.0
-1.17192369960685,54.4507346131269,7.08212433352041,95.4,6.0,2589.0
-1.28877233400236,54.510950701340896,6.95269402108374,96.4,6.0,2521.0
-1.3161496733022,54.986567958497105,6.89771068070262,80.3,5.5,2930.0
-1.20739848228141,54.597720885136006,6.860344407896731,82.4,5.9,3001.0
-1.5679203425114,55.6998962927626,6.863779612614209,80.0,4.8,2928.0
-1.36126270819341,54.38363861021111,7.01641285862504,94.7,6.1,2572.0
-1.18686998822273,54.6218839025774,7.049973041236969,96.8,5.9,2687.0
-1.15764832513974,54.529031781499604,7.05772867120033,95.6,6.0,2581.0
-1.4975354749283099,54.585556332315704,6.976002757492401,87.7,5.9,2579.0
-1.4578026744298798,54.6769482365411,6.94781442379946,87.2,5.8,2615.0
-1.5379602474531697,55.1692693676536,6.8712127158728205,79.1,5.3,2783.0
-1.2482068223748601,54.438326670374096,7.02981139154302,96.5,6.1,2628.0
-1.30592128786654,54.535898827523496,7.04931670256483,95.5,6.0,2678.0
-1.6382327162763402,54.5271182103918,6.95938818755232,87.5,6.0,2700.0
-1.5964730757471999,55.47962547814161,6.92869642614352,78.9,5.0,2894.0
-1.48922653895462,54.6663228412148,7.104722074164849,94.8,5.8,2626.0
-1.41688560122237,54.5378020171964,7.09061416421945,93.1,6.0,2663.0
-1.44945392502626,54.6408968186475,6.9386996821215705,88.2,5.9,2718.0
-1.4842297163786,54.3903108173912,6.93609557738899,86.4,6.1,2687.0
-1.49317962415319,54.55570104377521,6.93539442596754,87.1,5.9,2659.0
-1.4035260303504198,54.422309582768094,6.929975260812089,87.8,6.1,2792.0
-1.5768411406471599,55.125507970233,6.77726493688241,79.3,5.4,2849.0
-1.4835095797257798,54.59490887643821,6.7234063970941795,81.4,5.9,2975.0
-1.4922395033296698,54.628996574061006,6.821991380642509,80.4,5.9,2840.0
-1.32728880847808,54.237048423898706,6.99074881019555,96.6,6.3,2650.0
-1.4688866994328302,54.8940240900189,7.06245134898943,87.9,5.6,2692.0
-1.56152640614859,54.750661733252294,6.96769104860042,87.2,5.7,2619.0
-1.5105363669701999,54.4879338650776,7.11354264132443,94.2,6.0,2577.0
-1.6148818669859901,54.94924013219979,7.0177813184984,86.4,5.6,2819.0
-1.33549064659123,54.1846570893629,6.99298913359677,87.7,6.3,2751.0
-1.58239472628092,55.3617122738084,6.96069071567979,79.2,5.1,2848.0
-1.5880685712534601,54.369632962958,6.97952850871924,87.7,6.1,2797.0
-1.32894073539499,54.549540296657,7.03932627722525,96.3,6.0,2687.0
-1.44031799311609,54.2863098896207,7.073909031340389,95.1,6.2,2619.0
-1.46191852769743,54.8189989187107,7.2166059037762,94.7,5.7,2573.0
-1.5436551398848302,54.8309280228907,7.1107427479063,94.6,5.7,2537.0
-1.4414400185994598,54.448331621250894,7.02220141024207,88.0,6.1,2705.0
-1.49501428685036,54.204092717715795,6.9832808311829195,86.8,6.3,2783.0
-1.5076506216006398,54.5182228463938,7.08270944900321,87.2,6.0,2733.0
-1.44756560000218,54.483014207161,7.0221938835480895,86.5,6.0,2721.0
-1.7874618399318,55.254768579595606,6.94728444510838,77.5,5.2,2841.0
-1.5624192033504098,54.552538942714,7.10739874460681,93.8,5.9,2641.0
-1.6275975773868603,54.43447101938721,7.11139135521899,92.4,6.1,2540.0
-1.6874172106966698,54.591615415708105,6.93738379082472,87.5,5.9,2718.0
-1.4831953208209399,54.366273553968895,7.0318755181235,94.3,6.1,2629.0
-1.6401962033101,54.3471055515036,7.07585037961097,93.7,6.2,2600.0
-1.66600859049212,54.90373123209,6.99166149041213,86.7,5.6,2516.0
-1.44784870389306,54.461596849615404,7.10034021405884,93.6,6.0,2578.0
-1.53900728050626,54.6562387630436,7.03353504336821,88.5,5.8,2792.0
-1.68018921479599,54.819455726000996,6.97402161357402,87.3,5.7,2646.0
-1.67366871030648,54.7394103321417,7.03847088844198,87.9,5.8,2748.0
-1.4530899858595903,54.7682027046004,7.113841506042041,93.7,5.7,2590.0
-1.58271495336407,54.595174668912,7.04871199536968,87.5,5.9,2685.0
-1.6800336235550701,54.976608271862794,7.00231404183434,79.4,5.5,2799.0
-1.60340482544866,54.726819346110894,6.929697051354049,87.5,5.8,2658.0
-1.42679541778366,54.4489083916381,7.07107915260176,88.3,6.1,2509.0
-1.1307174205236699,54.787156348717794,7.11551231255887,96.0,5.7,2521.0
-1.49515336976086,54.56613456454829,6.98156359655067,88.7,5.9,2604.0
-1.57030546556938,53.8912485165784,6.992712730236599,87.4,6.6,1662.0
-1.36019051745931,54.66067471887921,7.159212600649379,94.7,5.8,2396.0
-1.55640118170235,54.4594122136422,7.0042020129178395,86.6,6.0,2754.0
-1.42892675463258,54.4173371584609,6.995853300337219,87.9,6.1,2653.0
-1.4577467647298101,54.5665568417558,7.08144945510784,94.2,5.9,2567.0
-1.6413883977912,55.01298840156689,7.08159055435256,85.1,5.5,2701.0
-1.30616920250355,54.8375942160645,7.22341277018136,93.7,5.7,2522.0
-1.5172359243317801,54.7761484966897,7.1207849827435306,95.5,5.7,2576.0
-1.5387605702093998,54.69184237875999,6.94734567661771,80.2,5.8,2668.0
-1.39864066406102,54.750957558215894,7.1047469469619,94.8,5.7,2577.0
-1.496309396444,54.6101186916383,7.1521642641755,95.1,5.9,2571.0
-1.44269638750882,54.8083393112557,7.162986181738349,94.0,5.7,2607.0
-1.46273524906832,55.0327674301639,7.24388836654989,94.0,5.5,2538.0
-1.5467370829598501,54.5093585522826,7.10725195791932,95.9,6.0,2697.0
-1.54787080732645,54.353269080157006,7.12707388138772,94.1,6.1,2491.0
-1.4987432428420902,54.68364003654221,7.13944742678281,94.9,5.8,2516.0
-1.65411153218627,55.2952035484318,6.96210241480065,79.0,5.2,2870.0
-1.48629144953182,54.8403744190227,7.12658380465304,88.0,5.7,2502.0
-1.4997540149558501,54.5556476683197,7.09914764578238,95.6,5.9,2611.0
-1.4729121650226498,54.5480244700375,7.06287587907614,94.4,6.0,2620.0
-1.54649374966827,54.7590154416087,7.15421119170801,93.5,5.7,2512.0
-1.51663471182002,54.8641130071165,7.116149299305559,87.8,5.6,2675.0
-1.66226446596203,54.506337962116696,7.02694299103874,86.3,6.0,2579.0
-1.95455999269504,55.625297132225896,7.0443604241751805,77.4,4.9,2781.0
-1.2700120410460902,54.699383047606794,7.16026793809775,95.6,5.8,2573.0
-1.54071910058821,55.038517270521005,7.1619829149321,94.5,5.5,2551.0
-1.8057131856564501,54.9355628822704,6.96808372318704,79.8,5.6,2784.0
-1.49085674281605,54.249813577058795,7.12693992494437,94.5,6.3,2609.0
-1.9280931555712602,55.2531375461506,7.04945986607342,77.4,5.2,2660.0
-1.49473966836599,54.5066222763521,7.13061198184337,93.7,6.0,2628.0
-1.38601151002605,54.4445283973276,7.10818252736768,96.1,6.1,2544.0
-1.47631109073129,54.594279568381204,7.143060420832441,95.4,5.9,2557.0
-1.5956280864205,54.645820192870104,7.17604041123103,94.6,5.9,2510.0
-1.70388215487473,54.5205015628932,7.156405039116829,93.8,6.0,2571.0
-1.59652674631981,54.554638052151006,7.05027810883877,87.9,5.9,2525.0
-1.74596793861475,54.7327260656817,7.02817012843534,86.6,5.8,2577.0
-1.55982186760436,54.8412425301448,7.23796016962518,92.8,5.7,2706.0
-1.8393618413386001,54.47553474522321,6.7629126515324405,78.2,6.0,2705.0
-1.69345694242093,55.223564221203006,6.83724597121736,79.2,5.3,2587.0
-1.6241238055237701,55.0516402409663,6.93336601343554,85.2,5.4,2530.0
-1.6878866965502097,54.6001115600247,6.88157301431868,86.4,5.9,2563.0
-1.57415107195101,54.71862896609421,7.00458698507156,94.5,5.8,2489.0
