a,b,c,d,e,f
-1.6235208538178,54.2966728069439,7.06082167564633,95.8,6.2,2585.0
-1.63638892066929,54.249699002601794,7.0268611560968495,96.0,6.3,2584.0
-1.73878980456071,54.4541291866544,7.037629338266469,88.4,6.0,2639.0
-1.52009517756565,54.2855742298295,7.003011758564511,95.3,6.2,2597.0
-1.51998370879218,54.5170481743194,7.10594860032916,96.3,6.0,2560.0
-1.8957177348662,54.48654590256471,6.982289149392941,89.4,6.0,2575.0
-1.74659881965957,54.605500615829,6.976629802054941,89.2,5.9,2724.0
-1.9741754044365303,54.3948265556575,6.858696924452749,86.2,6.1,1905.0
-1.6662234094307802,54.3553623083142,7.07092979014441,94.9,6.1,2574.0
-1.69378368652539,54.5102800101035,7.0470576752251395,88.8,6.0,2596.0
-1.6148682728642698,54.6160231816083,6.94416404698229,88.2,5.9,2455.0
-1.47228140936678,54.515062649124495,7.10545780989185,94.2,6.0,2503.0
-1.49224032200205,54.4922370133212,7.09023194160849,94.7,6.0,2445.0
-1.6368683811258,54.6378666104674,7.0199819846256695,93.1,5.9,2413.0
-1.79449859941105,54.748606847230704,6.929691373345451,79.4,5.8,2641.0
-1.81044303297012,54.363725000550204,7.066977363222961,87.5,6.1,2504.0
-1.8860409940565201,54.5202458945644,7.03966156957914,86.8,6.0,2566.0
-1.7886167581023797,54.61432795455979,7.0121970809396394,88.5,5.9,2547.0
-1.67289187405162,54.679142387464104,6.95995266171261,81.7,5.8,2836.0
-2.03157040026412,54.073434169703,6.81730908884187,87.3,6.4,1714.0
-1.96897291098744,54.476786946237794,6.858531138519219,85.3,6.0,1807.0
-1.6714266414952201,54.473640899893205,7.08262501020818,94.5,6.0,2299.0
-1.6429353793945602,54.6235225986804,7.1070976812,93.7,5.9,2410.0
-1.78884755459931,54.6463003353849,7.05007926695394,87.8,5.9,2695.0
-1.89757729891203,55.2454739655948,6.986798939092259,79.2,5.3,2829.0
-1.9703449959714,55.511106230227,6.9915613112370005,78.6,5.0,2803.0
-1.6624217934563401,54.13741965941979,7.1157406979624005,93.6,6.4,2517.0
-1.5399801699371898,54.26387248960749,7.1010407668493,95.1,6.2,2653.0
-1.52569419399354,54.2747952443683,7.117405974205529,95.4,6.2,2607.0
-1.58860486190802,54.04989284949411,7.03089032684413,95.0,6.5,2607.0
-1.95414881485035,55.39626507652821,6.976527716179531,79.2,5.1,2889.0
-1.9909570571483302,55.670461023798396,6.955547896956331,77.1,4.8,2869.0
-1.67242218885453,54.6748503894873,7.032627754681389,87.7,5.8,2683.0
-1.49817341212275,54.14935934252149,7.09519676259037,95.7,6.4,2571.0
-1.6307578324496999,54.1649489152067,7.077932690105981,94.4,6.3,2524.0
-1.9953711983993199,55.6491854429138,6.93547310168304,80.0,4.9,2845.0
-1.8493829192932099,54.3171178921846,6.8938713567201795,80.6,6.2,2891.0
-1.5883767287666202,54.732489949042794,7.20479811045904,93.5,5.8,2488.0
-1.63283291931265,54.6882339535097,7.13571011386379,93.7,5.8,2561.0
-1.5820815002506399,54.579230214777496,7.147511079302389,94.5,5.9,2570.0
-1.64772139886802,54.621705858064395,7.10876448162794,94.6,5.9,2618.0
-2.01571736907111,55.1285449247289,6.926689794209651,78.2,5.4,2766.0
-1.66915095890906,54.222731993121606,7.144286311724241,92.5,6.3,2561.0
-1.39133275377657,54.29318566725221,7.17683841193637,95.6,6.2,2582.0
-1.5253124286731599,54.770456682178605,7.1229045386019,94.8,5.7,2551.0
-1.83322941585168,54.787968398958796,7.054924940803571,94.7,5.7,2562.0
-1.8677628870661798,54.7667742552536,7.097960436718451,86.7,5.7,2595.0
-1.72932929595641,54.7711459682955,7.1089332056858305,87.7,5.7,2662.0
-1.6098396456381001,54.7202385570226,7.11325802687808,94.0,5.8,2506.0
-1.8412280882299399,54.75890354750771,7.1324650662817195,79.3,5.7,2672.0
-1.76845205257592,54.573807806222106,7.156174529939599,94.1,5.9,2522.0
-1.8236351599605,54.7900209228496,7.12495532658577,86.8,5.7,2613.0
-1.47617077919696,54.6792193144586,7.188712888678089,95.5,5.8,2459.0
-1.8551701743133997,55.4745269724572,7.046747631622489,78.8,5.0,2656.0
-1.64170051368283,54.6006423384896,7.13517557032841,94.2,5.9,2601.0
-1.90541040168569,54.5051823930569,7.109179586379911,94.3,6.0,2662.0
-1.73010626136502,54.573778149201004,6.774501618103749,95.7,5.9,2533.0
-1.7362310005923403,54.8319435371836,6.6832267076974805,81.7,5.7,2752.0
-1.68378692424654,54.4910030742692,6.88043331971686,95.2,6.0,2604.0
-1.6074471372190702,54.4024191596201,6.86530403766813,95.1,6.1,2377.0
-1.63124216694281,54.701972469072,6.82131887642182,95.6,5.8,2580.0
-1.74363408274017,54.8516093296175,6.779199883227769,88.4,5.6,2567.0
-1.5783826687231899,54.5005486426254,6.8806519615142205,95.4,6.0,2565.0
-1.6032752955961498,54.7802548296568,6.880941201557371,95.4,5.7,2547.0
-1.58459302175435,54.179959208695706,6.8481846167851295,95.8,6.3,2651.0
-1.62532205868063,54.7085210903664,6.762279461095821,82.5,5.8,2908.0
-1.57768010889796,54.581603904079294,6.774894389507541,96.4,5.9,2675.0
-1.6672638678387601,54.594401118392895,6.8304901416619,95.9,5.9,2603.0
-1.65901278020927,54.653381292684294,6.84969520736329,95.7,5.8,2615.0
-1.9911904448638702,54.3523473330771,6.63538205737575,95.8,6.1,2592.0
-2.11564033488114,54.460478441960404,6.66584572617061,79.8,6.0,2944.0
-1.83044548318573,54.54304057423679,6.70821048778286,88.1,6.0,2551.0
-1.48374380050233,54.4856012041519,6.79106014683949,95.0,6.0,2636.0
-1.8528929030102301,55.7394437865413,6.66298667769307,78.3,4.8,2857.0
-1.81667901287215,54.4484689192443,6.75228085466931,79.9,6.1,2984.0
-1.4656784909211698,54.554802154160605,6.82518090017385,94.9,5.9,2692.0
-1.6317407626146698,54.598257029809396,6.812464840391541,94.8,5.9,2639.0
-1.90142828193391,54.532212822990296,6.72956768413537,78.6,6.0,2919.0
-1.75747277833305,54.60486015538011,6.746461230922231,89.5,5.9,2810.0
-1.7065157959934598,55.087345244573,6.62990073933321,81.5,5.4,2986.0
-1.67863962225897,55.77857825108721,6.707605796215639,79.5,4.7,2736.0
-1.6514802843427,54.6820051418176,6.749157506073401,81.2,5.8,2834.0
-1.49241925027279,54.43021992640671,6.82880962839311,93.7,6.1,2477.0
-1.60389573381401,54.4678187201338,6.8628957241060995,94.6,6.0,2497.0
-1.9703087940320803,55.1930839319971,6.65566789276615,80.1,5.3,2883.0
-1.48148127683834,54.4791307449498,6.85570550198838,93.7,6.0,2534.0
-1.62737219740556,54.35499054385839,6.83427524325495,96.2,6.1,2617.0
-1.83936505935377,54.7829509966479,6.753202133650251,87.1,5.7,2569.0
-1.68376828266523,54.7113776092313,6.81159784482684,95.4,5.8,2548.0
-1.8171043679727,54.7898553969401,6.8576405849582,87.4,5.7,2596.0
-1.7585398887013999,54.523748403131506,6.89993824632545,94.7,6.0,2585.0
-1.72260615652899,54.4648973178611,6.904665015205589,92.7,6.0,2482.0
-1.79190935895854,54.746771225001105,6.693383830097719,80.7,5.8,2754.0
-1.40995090089353,54.4252968900136,6.8572352492822,96.5,6.1,2592.0
-1.6287422330261498,54.426489538868395,6.82660015905185,95.8,6.1,2503.0
-1.61133523765973,54.52284697543121,6.82701960520077,96.1,6.0,2604.0
-1.5467660791414,54.3646933480575,6.8297779314085,90.0,6.1,2587.0
-1.6650110072977098,54.53281169687921,6.77548344749777,88.1,6.0,2726.0
-1.34790210431126,54.750170513848296,6.9439850570075095,95.4,5.7,2571.0
-1.57812369360853,54.556010222969704,6.8745997102851,95.5,5.9,2679.0
-1.6436397957201299,54.3749311253004,6.84517127717301,95.6,6.1,2607.0
-1.7244253922035602,54.6115996731056,6.8267382942214105,94.5,5.9,2522.0
-1.92634254249834,54.4349897529869,6.63324993085855,87.7,6.1,1949.0
-1.52398451814271,54.0887920762444,6.87010899736476,94.6,6.4,2580.0
-1.52373568313918,54.3872534510026,6.890649805037769,95.2,6.1,2645.0
-1.6122412982404801,54.857651957017794,6.93563846837457,95.2,5.6,2544.0
-1.9820968314873002,55.48058171404529,6.68272992042444,79.0,5.0,2848.0
-1.79141106018487,55.233316303600795,6.71262630182493,79.3,5.3,2763.0
-1.74244440089923,54.5368926862872,6.80841570332917,94.5,6.0,2521.0
-1.82697044372644,54.7100467785431,6.8323054982265194,88.1,5.8,2636.0
-1.82859216407833,55.6650725496229,6.71464046150197,78.7,4.8,2883.0
-1.60733770110304,54.5850992637191,6.90209283501241,94.6,5.9,2674.0
-1.51418614096064,54.6667191032639,6.960646256664,96.3,5.8,2645.0
-1.62076842657329,54.4459950067715,6.87996202901892,95.9,6.1,2623.0
-1.69180732268599,54.2692175971994,6.83065582628574,95.3,6.2,2529.0
-1.7329821793428501,54.8604716754243,6.73882981097152,80.9,5.6,2980.0
-1.6899350336496899,54.846074207402,6.838631821259849,87.9,5.7,2582.0
-1.89881598659776,54.658254086168604,6.79841728289212,88.3,5.8,2559.0
-1.70770563672373,54.7582059525416,6.82572853167627,87.3,5.7,2587.0
-1.7127385870328102,54.627163471722795,6.723819876418871,88.7,5.9,2587.0
-1.4837329439694398,54.543033355337,6.9026745559805,96.2,6.0,2592.0
-1.58148805267425,54.613773620545,6.886714519112821,95.8,5.9,2566.0
-1.63056331536371,54.5247342470197,6.83876109429286,95.8,6.0,2604.0
-1.55060667694837,54.36877724964889,6.8120408117534605,95.4,6.1,2564.0
-1.75912940121059,54.69973562895311,6.84488518644581,94.0,5.8,2492.0
-1.9249103431818202,54.9993458862949,6.706134772390831,78.8,5.5,2834.0
-1.60510551190858,54.608622313800105,6.93778371758869,94.7,5.9,2545.0
-1.6086065577870199,54.7470598901841,6.84417947127656,86.7,5.8,2625.0
-1.7027607388040302,54.6953728766971,6.86453196100737,87.6,5.8,2628.0
-1.6264610128911101,54.856055350017606,6.770132348615331,87.3,5.6,2527.0
-1.8350220155373,54.7176433804216,6.82391813945065,86.9,5.8,2589.0
-1.60033344375687,54.8352137951181,6.87775582242413,88.0,5.7,2620.0
-1.46135396371458,54.3758545408044,6.89476084923518,94.1,6.1,2638.0
-1.49821856897673,54.304177165487005,6.86583266232437,94.3,6.2,2612.0
-1.79275744916617,55.2960177028086,6.7823008566461205,78.4,5.2,2835.0
-1.7051283306717602,54.8257291757017,6.85145734260929,87.0,5.7,2735.0
-1.68504339430996,54.6180448512259,6.932844221245039,94.7,5.9,2613.0
-1.68551163455394,54.75219703570949,6.9011688464967005,93.8,5.7,2552.0
-1.92843988385926,54.558471417604,6.84296687049728,86.3,5.9,2615.0
-1.7082551283203,54.5805588516741,6.96028047712593,92.7,5.9,2700.0
-1.86535712395577,54.952465169564704,6.93097224986426,92.2,5.5,2566.0
-1.4761125203457002,54.5607916801412,6.9821266958617905,94.5,5.9,2560.0
-1.8626723457381102,54.8376966613667,6.77803187563979,88.2,5.7,2585.0
-1.7573667461599198,55.1291709179461,6.78274962287251,79.3,5.4,2817.0
-1.6403996708215702,54.635940959657205,6.84541706267738,87.5,5.9,2758.0
-1.61915629902381,54.874662437628004,6.86580227498585,88.2,5.6,2500.0
-1.58350985786742,54.5852990249288,6.80564113410084,88.2,5.9,2744.0
-1.56499806099922,54.752289780930504,6.8424644023815295,88.6,5.7,2665.0
-1.4848126148283,54.692202054977706,6.925477712701889,94.4,5.8,2614.0
-1.8151620742708898,55.559096253652,6.81162882110915,79.7,4.9,2860.0
-1.6801212841902,54.7168744944097,6.858227299950791,86.8,5.8,2563.0
-1.5054151943512,54.3200221306729,6.941654771932499,92.8,6.2,2605.0
-1.59986519071771,53.9176500075082,6.841775393261889,94.6,6.6,2519.0
-1.57415253506926,54.9869052681643,7.01035654798381,95.4,5.5,2481.0
-1.7947723360068,54.9786988995906,6.76292413457888,80.7,5.5,2785.0
-1.5604301316424998,54.6715901949541,6.952157912675281,95.3,5.8,2611.0
-1.5853113349685901,54.6737056400346,6.96846551627368,93.5,5.8,2452.0
-1.97238976677233,55.479584138711395,6.822897512387849,80.0,5.0,2861.0
-1.8280125771138103,54.78829386298321,6.88789319724557,80.0,5.7,2920.0
-1.77987746641742,54.8860539164224,6.91428522751546,87.6,5.6,2611.0
-1.68516253773674,54.563558680467104,6.7971350219687,95.5,5.9,2543.0
-1.92282621190751,54.673237115302804,6.87781632348119,87.6,5.8,2614.0
-1.74026897296256,54.5680368813596,6.87626880039294,94.2,5.9,2447.0
-1.93587559127141,54.7125811731802,6.9545221504300905,93.4,5.8,2531.0
-1.77875929177124,54.9799663546621,6.98187744157096,93.4,5.5,2469.0
-1.7901160209340101,54.77058804291389,7.05726291799204,91.6,5.7,2431.0
-1.6058071105125502,54.692522679612,7.06964377534455,92.1,5.8,2501.0
-1.61456597096325,54.7818864236077,7.18289512702515,92.9,5.7,2518.0
-1.73066333518972,54.249858053522,7.02845094688415,92.2,6.3,2570.0
-1.4561041979908897,54.8233109932746,7.017337929450799,87.3,5.7,2620.0
-1.72052129901001,55.599067982781,6.85989816470962,79.8,4.9,2911.0
-1.5723485341425498,54.557041770236204,6.928673207173259,89.0,5.9,2659.0
-1.8881395943447599,55.3721887494997,6.8758642100144005,78.8,5.1,2813.0
-1.6350782967888702,54.69219366500379,6.9895922029434,89.6,5.8,2710.0
-1.58536223127357,54.8280322763051,7.052613404511209,89.0,5.7,2761.0
-1.7291363648604,54.8368981622979,7.060306008105449,86.0,5.7,2590.0
-1.67194983131523,54.8118515146494,7.02203465969153,87.7,5.7,2734.0
-1.31507344497106,54.2985615164645,7.03442489654037,95.7,6.2,2584.0
-1.6190446786838502,54.6553195545397,7.09082472069245,93.4,5.8,2515.0
-1.6304920916810501,54.1423631272829,6.958396507069829,94.6,6.4,2461.0
-1.57830266543064,54.6207602736424,7.07857916265442,94.1,5.9,2525.0
-1.5890987880836898,54.6727645798075,7.049697867228321,94.8,5.8,2476.0
-1.76337875898789,54.4430720450057,7.056079910224691,93.6,6.1,2578.0
-1.5881454679022602,54.745377959407996,7.033444826320911,88.6,5.8,2849.0
-1.5508187641176798,55.1718202317365,6.913665051812309,79.8,5.3,3024.0
-1.6910580107813502,54.527142768015096,6.908240920548379,80.6,6.0,3074.0
-1.7823013137629802,54.80892724656611,7.06688350249255,78.4,5.7,2950.0
-1.5932051895014099,54.7056229818722,7.07411483538085,93.7,5.8,2546.0
-1.61560136376476,54.51468447434301,7.165329027212059,93.6,6.0,2592.0
-1.80142408102946,54.5818848193677,6.99423788291522,86.7,5.9,2696.0
-1.70768340588743,54.610180732142,7.00947447061342,87.8,5.9,2610.0
-1.7926344101429001,54.6987692319285,6.95267018486372,88.3,5.8,2600.0
-1.8438372644931498,55.6906376691689,6.96767134834305,79.2,4.8,2800.0
-1.5704248986132698,54.773556934065,7.132497779879731,93.4,5.7,2575.0
-1.6773521136593401,54.5493122937445,6.972297400806429,88.1,6.0,2653.0
-1.9506367886161298,55.290022770792206,6.98386528000732,78.2,5.2,2830.0
-1.9790461627495801,53.989391185254,6.8814796841511106,84.4,6.5,1682.0
-1.60461719631095,54.534588570085,6.91182380634811,80.3,6.0,2843.0
-1.5871159529041103,54.3411820107518,7.05155161211069,95.3,6.2,2577.0
-1.6304142449713899,54.659662104982395,6.9478145895673205,80.6,5.8,2824.0
-1.4390253376423001,54.50497660974629,7.0302098868915905,95.3,6.0,2709.0
-1.77709941698317,54.853422857893804,6.93753813742017,80.0,5.6,3083.0
-1.6872897560759499,54.67039129650371,7.04539664179323,79.6,5.8,2935.0
-1.69348033510678,54.716853895007404,7.04800173029062,86.9,5.8,2713.0
-1.4513185430478799,54.0728459750485,6.977524351743821,95.6,6.4,2615.0
-1.37179640287978,54.7863332721487,7.1040423799087,94.6,5.7,2628.0
-1.5612911276029098,54.5315994801161,7.08664841295897,94.8,6.0,2561.0
-1.7189608812667598,54.787447269001795,6.87796118437551,78.2,5.7,2811.0
-1.5670608602139398,54.3769644060137,7.02403039595871,95.4,6.1,2633.0
-1.78078065187208,54.6495780893343,6.906752951576481,87.7,5.9,2687.0
-1.57479855143645,54.5645286650618,7.077562900766781,92.8,5.9,2426.0
-1.6207057161909801,54.5870729002748,7.05253984684531,93.9,5.9,2458.0
-1.80199216948824,54.9386258406517,7.08988001312256,92.9,5.6,2466.0
-1.81425799853634,54.955350855195206,6.99296030187273,86.9,5.5,2549.0
-1.44107678714594,54.2351243037294,7.09542822155782,93.7,6.3,2485.0
-1.50514498229608,54.7178290226945,7.07301948638428,95.1,5.8,2578.0
-1.5658539464227301,54.401276579275205,7.055617417792469,94.4,6.1,2544.0
-1.66892729021782,54.8702233431958,7.0947159471007595,93.2,5.6,2359.0
-1.6061003746588,54.461866108409204,7.089148707419651,93.6,6.0,2419.0
-1.7709793356568,54.2436768864247,6.86950599467629,86.8,6.3,2375.0
-1.55612372406315,54.799793439964,7.11293131516845,94.7,5.7,2458.0
-1.63563218048273,54.54245034919129,6.9408689888398,87.9,6.0,2490.0
-1.5523806476862902,54.8645104053278,6.98267969076559,87.9,5.6,2638.0
-1.52959836982419,54.5739242364495,7.08810852518408,94.6,5.9,2514.0
-1.80637529548654,55.6296336462371,7.01571192769367,78.6,4.9,2785.0
-1.44844797882127,54.2659872372311,7.151219226564901,94.0,6.2,2503.0
-1.6691459173288798,54.9316378098595,7.07598040301634,93.9,5.6,2502.0
-1.62242334151628,55.6818742855563,6.9508314758992995,78.2,4.8,2670.0
-1.715406011053,54.7702283813177,7.072788352540309,87.3,5.7,2721.0
-1.79694044679511,54.495983809108,6.80961093189935,86.5,6.0,1756.0
-1.4749644313886698,54.602096842585404,7.05617176026572,93.7,5.9,2577.0
-1.64985706974775,54.55458960072411,7.035407166428361,87.0,5.9,2519.0
-1.66238851128214,54.664203237962,7.08804244821939,93.1,5.8,2530.0
-1.67813541024441,54.8086746689645,7.1470452165936695,91.8,5.7,2585.0
-1.4323971562386497,54.473521087922705,7.079814918451491,93.5,6.0,2490.0
-1.66610552774268,54.9846336418542,7.095465974346481,77.8,5.5,2653.0
-1.6669460069404598,54.5838529211862,7.0556540643639005,94.2,5.9,2551.0
-1.70153606660537,54.713510625043604,7.016623042303681,94.7,5.8,2501.0
-1.66022240490714,54.9107521639089,7.07083272873727,87.3,5.6,2609.0
-1.75300099683654,54.90441544968449,7.120453954010861,85.7,5.6,2367.0
-1.76536842925625,54.1809632766022,6.91327788886292,85.9,6.3,1803.0
-1.57923487171887,54.5947070419374,7.10506346383242,88.9,5.9,2543.0
-1.95354481614038,54.6769611460958,7.05691588020028,85.9,5.8,2459.0
-1.6034331887399098,54.640105596895104,7.046967058076871,77.2,5.9,2731.0
-1.6615559277226002,54.96974152809939,7.14486723409401,92.9,5.5,2480.0
-1.58822922683436,54.990700756885204,7.237929414485261,91.6,5.5,2474.0
-1.62546808652856,54.8746039778483,7.02063727512547,87.2,5.6,2515.0
-1.51459122395451,54.3435495211987,7.01226477439888,89.2,6.2,2580.0
-1.5846108152109701,54.752061817492105,7.09399130649624,87.4,5.7,2553.0
-1.3945638354293002,54.8323311208165,7.16863872992403,94.8,5.7,2516.0
-1.68540528493211,54.413020697225505,6.979898186583379,93.8,6.1,2605.0
-1.4908576737128298,54.68751182533651,7.126705421218361,94.0,5.8,2582.0
-1.60834948942938,54.777742545519295,7.0807587511365195,95.7,5.7,2635.0
-1.64761958620933,54.63567555472179,7.0169426739879,94.7,5.9,2626.0
-1.6008452633819,54.595861169707405,7.02286473267483,95.2,5.9,2519.0
-1.6520324106063797,54.8824158982088,7.052814240410321,87.7,5.6,2570.0
-1.79517029668147,54.9066451597397,7.01574164180376,85.9,5.6,2653.0
-1.56413747290227,54.894128166235596,7.17774611927843,93.3,5.6,2576.0
-1.55023031389907,54.3562996826609,7.1148393026047305,94.4,6.1,2600.0
-1.5858282648029802,55.030150238956296,7.12664549887064,94.7,5.5,2642.0
-1.5172053657548201,54.47159254714501,7.06633278309605,93.8,6.0,2585.0
-1.56347497042,54.485158947390296,7.128565294268639,93.2,6.0,2572.0
-1.64301500944139,55.0369831713126,7.171187656130299,92.8,5.5,2533.0
-1.6752757962726799,54.5990185070268,6.86418323511348,88.0,5.9,2758.0
-1.56053700064023,54.53724343975679,6.96381428521929,88.3,6.0,2705.0
-1.4893267725905701,54.447288335896395,6.915005446898251,87.7,6.1,2577.0
-1.4350898100650802,54.5701426291665,7.09588799069554,95.7,5.9,2675.0
-1.61058404120429,54.4993971163871,6.924326749316959,88.5,6.0,2756.0
-1.69399762635867,54.3479534623488,6.9600330619463895,94.4,6.2,2561.0
-1.5362846232028202,54.2062073086736,6.99480128759022,93.9,6.3,2517.0
-1.6448596476089998,54.55091775497561,6.96690837336413,86.7,5.9,2616.0
-1.5346259418119699,54.3988589743825,6.901381896424639,89.0,6.1,2757.0
-1.4396006770949,54.648819161016995,6.927632260558929,88.1,5.9,2708.0
-1.46531864711733,54.1402304895575,6.94942626004993,95.5,6.4,2537.0
-1.49102682848073,54.6565728694084,6.98245550912335,95.2,5.8,2687.0
-1.8850591945311899,55.3265689282627,6.834980797106231,77.6,5.2,2820.0
-1.6094776110564,53.884558544742205,6.98158553925004,94.6,6.6,2568.0
-1.6035128085911,54.5192095160517,6.96641250705065,94.4,6.0,2583.0
-1.62244810382728,54.5448263876433,6.95535764844783,95.9,6.0,2654.0
-1.6401450839859,54.542569165276,6.94278927047634,94.5,6.0,2614.0
-1.60339282974155,54.3490001047999,6.93282602872947,95.1,6.2,2453.0
-1.8544797156268302,54.5886831097569,6.862406652191741,80.2,5.9,2833.0
-1.6402632205480803,54.061781449102405,7.01849630739153,94.0,6.4,2611.0
-1.5378446124757001,54.587873339019396,6.964717324203969,88.2,5.9,2690.0
-1.5430556227773002,54.526042602417895,6.943485957727621,88.0,6.0,2629.0
-1.61704058037451,54.69502613068789,6.94281599922553,85.7,5.8,2678.0
-1.7168275687147,54.733407409749205,6.9473654328571905,86.8,5.8,2718.0
-1.66170154667275,55.2216784800654,6.82983188504434,80.3,5.3,2912.0
-1.6198028598439398,54.5905762173345,6.959539250582321,87.8,5.9,2681.0
-1.657266676331,54.5403585843275,6.99719705191857,95.5,6.0,2625.0
-1.5572261509411898,54.4026643251397,6.97687080359149,95.3,6.1,2468.0
-1.65952566013284,54.653128787069505,6.88953958200787,86.6,5.8,2654.0
-1.77899352860369,55.4667491197935,6.879915845902199,79.5,5.0,2869.0
-1.557289437128,54.5051924345945,7.042120930545651,95.1,6.0,2604.0
-1.69989236225263,54.749604087696106,6.955052304560361,88.2,5.8,2724.0
-1.73560691069376,54.580945472385,6.9605342104725505,87.2,5.9,2774.0
-1.75885039757152,55.185207904131204,6.89724355900904,78.5,5.3,2712.0
-1.84730452984626,55.3677260767371,6.87334768278111,78.1,5.1,2689.0
-1.77544103098948,54.655557331241106,7.02160924035645,94.4,5.8,2475.0
-1.81387163664586,54.783737407726,6.90772629453293,81.3,5.7,2937.0
-1.572229387879,54.5224204898796,6.98736323285031,94.1,6.0,2665.0
-1.93558827178651,54.7761437358159,6.840416244443309,86.8,5.7,1754.0
-1.73509262851053,54.628321410781204,7.081123007604999,92.6,5.9,2551.0
-1.6008212183146,54.7424334609574,6.927739082782941,87.5,5.8,2560.0
-1.61914391914693,54.6693100817875,7.0193338108612,95.9,5.8,2550.0
-1.739004028961,54.3287840831256,6.84360324106533,87.0,6.2,2108.0
-1.22424505543649,54.178225586596405,6.98601551087349,95.7,6.3,2655.0
-1.42625100081721,54.639743399888104,7.119959161448,94.7,5.9,2581.0
-1.4914292476354298,54.448365379513206,7.03954412394777,95.8,6.1,2661.0
-1.50414045278444,54.532516585698794,7.0073037985285405,94.6,6.0,2642.0
-1.5456175797468301,54.6037576753743,7.0212836306899105,94.1,5.9,2642.0
-1.62758738445304,54.7673290722203,7.092443923725309,93.4,5.7,2655.0
-1.81663644257576,54.8754332593898,7.0904298115307105,92.3,5.6,2615.0
-1.97737051164685,54.7439987449823,6.962087918393509,86.1,5.8,2544.0
-1.89367946099771,55.3843401518317,6.89258540995492,78.1,5.1,2751.0
-1.6023464401788898,54.431808714361495,6.998146491091241,89.0,6.1,2697.0
-1.72241899549525,54.636753803302604,6.92644969760116,87.7,5.9,2628.0
-1.66921337880225,54.597533578657,6.99061889523572,87.6,5.9,2650.0
-1.69963963297674,54.5086944550824,6.944473432117079,88.9,6.0,2608.0
-1.7624448567949098,54.34621349716021,7.017690551730549,95.1,6.2,2536.0
-1.8252377724143702,54.778091721693706,6.951262455038361,86.3,5.7,2660.0
-1.91100483261072,55.4484971760184,6.8428659589193,78.8,5.1,2790.0
-1.61665220873147,54.8001990782182,7.0473543727588295,94.3,5.7,2635.0
-1.74609399946701,54.406960117677,7.037296272362941,93.4,6.1,2728.0
-1.65470085244558,55.171340988901605,6.966819874180031,79.0,5.3,2783.0
-1.6165182698087799,54.65205818887589,6.9244110853270495,87.7,5.8,2622.0
-1.6397725589144,54.7075255660947,6.93588392362121,86.8,5.8,2510.0
-1.9072559218528402,55.4229553204451,6.8328107075466,78.6,5.1,2676.0
-1.74741532953269,54.6409354361792,7.0837556427581205,93.2,5.9,2590.0
-1.6974973759085101,54.7755639864466,6.914754688166231,87.0,5.7,2620.0
-1.4366285714587599,54.4085589745579,7.0162256230367195,94.8,6.1,2659.0
-1.8098768407861798,54.462251702713395,7.037003728816821,94.1,6.0,2528.0
-1.5961298346538202,54.5900275724856,7.09170592181694,93.5,5.9,2567.0
-1.69220904579101,54.5535559260811,6.9478731174591895,93.9,5.9,2521.0
-1.93457271757325,55.426981651809704,6.970529892430509,78.7,5.1,2809.0
-1.63863934856525,54.9580505954266,7.121175980393269,95.7,5.5,2523.0
-1.6446620005851698,54.193779337627895,6.99847026148496,95.4,6.3,2606.0
-1.90310668699738,56.1345085220251,6.88105045416964,79.1,4.4,2853.0
-1.87320927126667,55.508978077645295,6.95590126588155,78.2,5.0,2852.0
-2.01015145612037,54.740757856300796,6.886693067291519,84.5,5.8,1761.0
-1.6124152816853798,54.408041719968004,7.013556487425751,88.1,6.1,2636.0
-1.55235493673767,54.329889768388604,7.0275625180756,94.8,6.2,2724.0
-1.6747765028381,54.335805612007704,6.92736331268041,93.7,6.2,2656.0
-1.86802207462084,54.7874577697298,6.839284258107599,85.0,5.7,2044.0
-1.7308493969498,54.2651803575201,6.93963427596833,93.5,6.2,2668.0
-1.60970779920752,54.611128626010704,7.00900141249128,88.5,5.9,2622.0
-1.83292957562532,54.2843052625363,6.90794419158097,86.8,6.2,1730.0
-1.9189197140134902,54.1248294038267,6.802570866677249,87.1,6.4,1807.0
-1.65257461896572,54.313638123042296,7.02188195524261,94.7,6.2,2623.0
-1.5909318935696202,54.2048101308323,7.0043096780889496,95.9,6.3,2716.0
-1.56878546264996,54.356781416468294,7.02776886354983,96.1,6.1,2666.0
-1.7313084553094797,54.535239966894906,6.99428882345984,87.2,6.0,2670.0
-1.80319215402136,54.585498121764005,7.04124582719091,86.6,5.9,2687.0
-1.83966170539475,54.46726236532211,7.04298981115596,87.6,6.0,2507.0
-1.88093605911366,54.6004042477774,7.0786560586427,86.4,5.9,2576.0
-1.70767499405242,54.9118082332158,6.99920624350458,86.1,5.6,2574.0
-1.8076064376943999,54.6704087527655,7.0437983729864095,85.7,5.8,2565.0
-1.68555737002467,54.51445184490851,7.01884532171552,93.9,6.0,2594.0
-1.72454802699118,54.6712962332401,7.101363771578809,94.0,5.8,2460.0
-2.03613751670176,54.763221522625706,6.970834293488769,84.5,5.7,1642.0
-1.9406246606461999,54.670598208675,6.9100902879406,78.4,5.8,2872.0
-1.83058145911005,54.4455918643378,7.02716371998371,94.0,6.1,2640.0
-1.71408561080869,54.6705467806807,6.958180903231139,86.2,5.8,2774.0
-1.64540962914955,54.877204986136896,6.98206834344108,94.9,5.6,2668.0
