a,b,c,d,e,f,g,h,i
0.39473141302354603,-1.09430504518023,-0.44258059770984903,1.52182971892119,80.4,-1.82782274429453,6.6380747633307395,CU,7.0
0.5006807204164929,-1.20546399632169,-0.30928454842591996,3.1074848304218703,78.8,-1.53956022437067,6.86601393441508,CU,1.0
0.179606992863497,0.7006331906324251,0.679768008047258,2.39682291265204,87.9,-1.5991777132730702,6.96632483836066,SL,6.0
0.492909219181228,0.6338706857554061,0.738926838246831,1.73680722186666,87.2,-1.53949005488406,6.92010717481104,SL,9.0
0.6203991544671321,-1.11108908622044,1.38266001189741,0.9694655408185608,80.6,-1.7105007155304,6.807052006678259,CU,14.0
0.20862793168332,0.7840724304746359,0.397675312149377,2.7298177475207503,87.4,-1.61807248701848,7.00866765066234,SL,6.0
0.573591356361692,-1.25200742123454,1.33713939016102,1.39378231909614,80.0,-1.76895195195311,6.719473600746619,CU,14.0
-0.9479957545591469,1.7763507016382398,-0.8143387539279391,3.60620486451161,93.1,-1.6149332622510502,7.02207643424257,FF,1.0
0.6275004673824179,0.586715403080416,0.568273665063146,2.9612006758388,84.9,-1.67546191271505,6.95100362602622,SL,3.0
0.260704985434142,0.417407184662558,1.09340718335767,1.11422355301524,87.5,-1.5079123034501698,6.9375108315034195,SL,14.0
-0.7031811836577361,1.5449684523814398,0.05270888247695,3.57749745589334,95.0,-1.3763643228217,6.90640645414063,FF,12.0
0.543629856986565,-1.0328210225381,0.21359536719402802,1.6438412384966201,79.3,-1.6353583515962902,6.80778113482541,CU,8.0
0.459787346380448,-0.8003002265970892,0.25644440867421103,1.00848279448486,80.1,-1.67453085604123,6.80272532179137,CU,14.0
0.36120964734419303,0.8143349333400419,0.6764505984550551,1.1765392854513799,87.7,-1.55421656637859,6.87174086428182,SL,14.0
0.430375001674553,0.6920945499306721,0.318168396362294,1.2392843931681699,87.3,-1.45669824181299,6.96601669854396,SL,14.0
0.39223772299355397,0.846897861825685,-0.0799826649831824,2.50907726623931,87.8,-1.5603180275674298,6.93943467651765,SL,5.0
0.41066276428971,-0.65860847919479,0.508029697793859,2.50896249173195,80.3,-1.80281870117729,6.85180078613302,CU,6.0
0.304211541092866,0.8329113994401249,1.2485497568833601,2.3064163922035603,88.5,-1.4958820286508798,6.96163214217099,SL,14.0
0.354237721621319,-0.6604412382786999,0.19230129682431502,2.1135068683897202,80.5,-1.7185687156984402,6.981668640574321,CU,8.0
-0.564428797615798,1.7922190038006598,0.398121213634574,4.0428139448759595,93.7,-1.54791745188846,7.03994290253564,FF,12.0
0.35304971870978497,0.6324424860604351,1.50299821128889,0.4257903875301721,88.5,-1.41499668931778,6.907252061819861,SL,14.0
-1.3146735253136799,0.9404931277665891,-0.28190247050932105,2.8814135502014304,86.4,-1.8351783624623002,6.7588988983453095,CH,1.0
-0.8455257897888309,1.53026666887465,-0.271218396017537,2.97894084809031,94.7,-1.4861269312670002,6.986149764932491,FF,2.0
-1.51448114421431,0.879603108604054,0.5090129562968629,1.2648375705643797,87.2,-1.72989026245544,6.87067464200156,CH,14.0
0.8301382600925741,-0.689853193200992,-0.100038673254967,5.71727375053658,79.8,-1.7010901167597903,6.91541890067755,CU,11.0
-0.832027684923295,1.60761155085046,0.0433153410943236,2.33515033616228,93.6,-1.5355167705159802,7.04587405132267,FF,5.0
-1.0821719205571,1.36850031406556,-0.7620098491279781,2.6980320801679,87.5,-1.61043944051187,6.84505258312345,CH,4.0
-1.24018308422379,1.19649006619269,-0.889770808218134,3.00535440001031,87.4,-1.58657107345002,6.8746451365905,CH,11.0
-0.6789711040096739,1.81834830381694,-0.45737160046343395,2.21540940021717,93.7,-1.4006991543693301,7.05197394196255,FF,4.0
-0.536354523390693,1.77991864904294,-0.6549323157999449,3.0973128275915496,94.7,-1.32208005283107,7.06822903886592,FF,1.0
-0.801464782170867,1.74930264203165,0.797861816085081,3.04496715910698,95.0,-1.18077090444725,7.00058890212461,FF,3.0
-0.813400025214815,1.69884304491202,0.7861269186077049,2.42719782414473,95.0,-1.5062380776275501,6.968832908025201,FF,6.0
0.32004946665950296,0.7452321384023921,-0.264993554418519,2.10344966743772,87.2,-1.56162238564276,7.0391179896544,SL,5.0
0.28452621132123196,0.469548187893808,0.394706799060723,1.12158312581276,87.4,-1.40865979877917,6.9606053062644895,SL,14.0
0.552996283526745,0.7214841811387791,1.28859752192453,2.42907695116856,88.5,-1.49257429364501,6.93426081613732,SL,14.0
0.4275916548508,-1.1798985049235802,0.0517977901483655,2.52342647004405,79.3,-1.7136521401500902,6.827510083588249,CU,5.0
-0.681896623488062,1.8988095734356,-0.101804587582993,2.39294643981173,94.8,-1.40254612652163,6.97030706189814,FF,5.0
-0.9370617748225569,1.70646838316087,-0.7489332139677471,3.71787987979708,95.2,-1.26884827593567,7.0448313011364005,FF,11.0
-0.626647340735661,1.71425813905258,0.453912632018594,3.3553835994807897,94.2,-1.5198488266395,7.01062261488369,FF,3.0
-0.681910059064568,1.69458815856806,0.239197582066192,4.4224905797835,95.1,-1.33764939846302,6.9899899969549,FF,12.0
0.370022817001797,-1.02500103566127,-0.5065155997926889,3.9773452810918797,79.9,-1.5371601831216002,6.8329265822051,CU,11.0
-0.636181651178991,1.65638850566808,0.40350054393134205,3.2261942515431805,94.8,-1.2268997584206698,7.0790474025173795,FF,3.0
-0.773304064452534,1.50137596369142,0.455360688842099,4.15530375243284,96.0,-1.3687954480274298,6.99680918651214,FF,12.0
0.469413071706959,0.704495480748473,1.22757382524127,1.8516267718662398,89.6,-1.4248891042875902,6.867391322950809,SL,14.0
0.71061377039348,-1.16077145470199,0.807480194034707,2.39336131190592,81.8,-1.53655997482342,6.78647067995405,CU,6.0
0.7685746206943991,-1.2042518319295,2.0640457196830297,2.2604992717289702,82.6,-1.44357847261901,6.84724444293647,CU,14.0
0.11273989164542,0.680501788444674,0.23692917900577298,2.56127566667652,88.0,-1.35051392573223,7.020804993752071,SL,5.0
-0.9815483600480351,1.5812357911994999,0.366347151339345,3.04399837523045,95.3,-1.41409809730249,7.011666721150099,FF,3.0
-0.86340918977279,1.67479164712627,-0.3867453392581121,2.60316073740734,94.7,-1.43527419810047,6.97995872410504,FF,4.0
-1.2262456639361001,1.3444490752988798,-0.742730949992268,1.91811798884141,87.3,-1.76263180333163,6.7708453098118,CH,7.0
-0.7355127262329151,1.7088170698273901,-0.330573311700721,2.83007365862934,95.1,-1.30376947563606,7.04823307040688,FF,4.0
-1.00250078878524,1.6528773393198002,-0.7033224470666259,3.0018829371219997,94.4,-1.4967069968638402,7.027021338406009,FF,1.0
-0.8559428244499759,1.8814743355929,0.926197568269047,2.90511049689211,94.8,-1.27366313152758,7.07656945863704,FF,12.0
-0.600421692178884,1.59699713692212,-0.15258706763995497,3.26349234878905,94.0,-1.3200733512629699,7.05195020126951,FF,2.0
-0.6045059213438391,1.5900562450626001,-0.484440593983073,1.8564312484213101,94.1,-1.34408198429335,7.07559289134593,FF,7.0
0.5175447412829329,0.43837224452052204,1.25333861966002,1.4468678815722298,87.6,-1.3894206989352802,6.96852611896829,SL,14.0
-0.8263286756943241,1.59947597318665,0.101795617281009,1.81721930179001,94.7,-1.35836429869179,7.0358780783321,FF,8.0
-0.830913453455894,1.81934640379515,-0.34098934554352,2.20378666188662,94.7,-1.36822499389166,7.092589451708,FF,4.0
0.413829003075494,-0.9965377370072879,0.0278607273634734,1.9541917755904699,79.6,-1.5458085693847599,6.8934564701321195,CU,8.0
-0.702804416690697,1.7794842395119599,0.210883038082448,3.0584822084031202,95.0,-1.46391802531081,7.04379811311645,FF,2.0
-0.810707164329107,1.77001694412052,-1.1861222888299598,3.65407070730381,93.5,-1.5247719181996102,7.1638490821050596,FF,11.0
-0.608696615067714,1.6825435756150502,0.0103102300662125,3.21670283843768,94.6,-1.37288069682843,7.08518435871897,FF,2.0
0.5426322236740461,0.871339921613376,0.9020830230125191,1.7599548914057401,88.9,-1.55460769623024,6.93981823702742,SL,14.0
-0.858495682942896,1.57960704358454,-0.47492381292919705,2.68555430248438,92.9,-1.41761738432621,7.15867691092839,FF,4.0
-0.7266736434102831,1.9026044708547398,-0.0225303547433228,2.16979872806243,95.3,-1.3677797779618999,7.016735424341871,FF,5.0
-0.589776255742687,1.82426802682854,1.16359255042716,3.86031042341462,95.9,-1.71495051633624,6.9510364981068395,FF,12.0
0.5553380502252879,-1.17857578909556,-0.022862385809054003,2.54478196582569,79.8,-1.79069261632698,6.83350611949025,CU,2.0
0.70167726748833,-1.28344084557479,1.0125966649334301,1.3464281379712,80.3,-1.81195662283265,6.84043073396903,CU,14.0
0.8281068136235692,-1.38573728678604,0.0729586938713921,2.08555533531776,78.1,-1.75277421703603,6.95738515453176,CU,5.0
0.638402932621535,-1.4525617507762099,0.623522744705153,0.932764460794438,79.2,-1.5733971208827,6.85805150897947,CU,14.0
0.593863982135066,-1.12734159044871,0.558680942737562,4.028301075031409,82.1,-1.5639481310343302,6.85528868461292,CU,12.0
0.540070602519266,-1.23635779220229,1.66030185854855,0.48101752859288593,81.1,-1.5836070003750602,6.85411221221929,CU,14.0
0.465284268453599,0.5873433450213361,0.9665706708922471,0.466872327881911,87.1,-1.4684800767303001,7.037332684252941,SL,14.0
0.366016936882474,-0.962980238133912,1.00565631997772,2.06063815052796,80.7,-1.51899843769955,6.86875397267954,CU,14.0
0.642932326465478,-1.25906651686402,0.827804133192459,1.6414297065378298,79.4,-1.66455035242071,6.91850298863679,CU,9.0
0.9958885185627421,-1.15513850981063,0.70510057458581,3.1549091254711903,81.0,-1.46454723429274,6.832323308678711,CU,3.0
-0.808303225589309,1.44581448060128,-0.21407889900106303,3.27641074428321,96.9,-1.38494675788238,7.002991771821869,FF,2.0
0.8316130596401429,-0.9874353174329481,0.511733928287722,1.2024357313993899,81.0,-1.62730427978204,6.80059488113268,CU,14.0
0.38918528452714,0.4008611688769,0.920298051667572,1.0325605682178,88.2,-1.70917250996444,6.916667631876909,SL,14.0
0.681302237718457,-1.0501467637898199,0.6027052298686989,1.67859702920878,79.9,-1.6090491401937699,6.873881695300571,CU,9.0
0.8497853278384181,-1.2244160980541399,-0.5697469128737951,2.6539107634031,78.3,-1.92027157436623,6.83709175035363,CU,1.0
-1.4621285812995601,0.7788687045660742,-1.17605168974813,2.57425588880486,86.5,-2.00954670975295,6.836003145579599,CH,11.0
0.177303900032174,0.432768402575783,0.0542135009049088,2.26529581589488,88.1,-1.60809837782233,7.00036227256042,SL,5.0
-0.7399465003692449,1.77276623259485,0.128806351596301,2.13635795156612,94.5,-1.53934479044245,7.018937717239621,FF,5.0
-0.6559047719913299,1.76640966582388,-0.554586393179722,2.7489467970971604,96.2,-1.3833929483785399,7.03163480603102,FF,1.0
0.410500193869996,0.43307516168883897,0.976792158813625,0.55551275361027,88.2,-1.6236957596518302,6.97896174281103,SL,14.0
0.4816076644228561,0.4839339570557071,1.15398143978356,1.0231885290445,87.8,-1.76826946843363,6.91685039082891,SL,14.0
-0.664741371909499,1.48339050295456,-0.134158097929841,2.4685860229359,95.0,-1.33087954415979,7.1061168017408205,FF,5.0
-0.9785884665875891,1.81374595604994,-0.9045086534332609,2.11918420185597,93.9,-1.61008893555904,7.06736322476481,FF,13.0
-0.931786912689246,1.9089411846788897,-1.51523484202041,3.61910717084956,94.3,-1.56890642996993,7.121157920275401,FF,11.0
-0.6838418238500121,1.77043181328299,-0.550599065497709,3.11025230587892,96.7,-1.5021520209509298,6.9901596978562,FF,1.0
-0.8523759125974479,1.73000215350986,-1.00222041470735,3.00702926204585,96.1,-1.63045156491333,6.99033094191586,FF,11.0
-0.6931321224568809,1.73088339551387,-0.7758975312603851,1.09167966811647,95.7,-1.37316949598886,7.0101598995704695,FF,13.0
0.559630204666152,-1.19359872920803,0.122553171990306,2.0351311746610503,79.8,-1.7257605078577098,6.81983766564396,CU,5.0
0.47728320165249394,-1.05622197104753,1.35813336671282,0.744703954927723,80.9,-1.7315367648430402,6.881650036782809,CU,14.0
-0.6356095269169101,1.90931144684946,0.762429187673172,2.60479444820345,95.6,-1.47012870967934,7.03869262768289,FF,3.0
0.742264615537371,-1.07925258757812,1.04900379164013,3.25995300307082,81.5,-1.46050498218061,6.8969228379771605,CU,12.0
0.20635401794883101,0.357599892730309,1.53277213990666,1.6050439791337099,89.0,-1.3074102770046598,7.01712778681041,SL,14.0
0.695619338573248,-0.874256597042182,0.320763286091258,3.3439180632960896,79.7,-1.4869631534419099,6.9468011073669,CU,12.0
-0.636899305701187,1.69040646815716,-0.755576219344156,4.78015550335964,95.0,-1.39182414481538,7.02562961783908,FF,11.0
-0.9019825491977091,1.56792527437305,-0.410026709239752,1.6692879102772298,93.6,-1.4365193491904098,7.07069378087827,FF,7.0
-0.9294502224940792,1.50739437750226,0.241120254307743,2.51176177176923,95.2,-1.6123303819931698,7.01970485614263,FF,5.0
0.37447316748499104,0.430029138185383,1.7905659596915302,-0.40308036311841494,88.2,-1.6305162853391102,7.02003438725914,SL,14.0
0.20208274089942702,0.5830547314471519,0.6765074932702779,1.80757157564009,88.0,-1.52472809169259,7.0919175291150705,SL,9.0
-0.82826015731223,1.6154686528869298,-0.6909377616903759,2.31260433615141,95.0,-1.32499606426136,7.0703619312979695,FF,4.0
0.591313869410162,0.493019278345978,1.91513308061046,1.56355855140566,85.5,-1.7347448336337,7.039390811199991,SL,14.0
0.6020299458656129,-0.964981508560433,-0.098756849894139,2.3153806418623195,76.7,-1.76074361584213,7.033488015259299,CU,5.0
-0.9718052456837181,1.61007477464376,0.14094408814164303,1.24645339078638,94.1,-1.6354870737270701,7.013692191110031,FF,14.0
0.509842468918839,-1.00812411645713,0.0321916677068143,2.07788760260979,77.6,-1.8849519956061798,7.008980705224861,CU,5.0
0.612896591598457,-1.12959202451379,0.598016006135516,1.4907749489755902,80.1,-1.67234783883811,6.8203275613654295,CU,9.0
0.545951258751781,-1.03415240531661,0.624038961056542,2.91407072328425,79.6,-1.59420295383672,6.99384153283893,CU,3.0
0.670661551071657,-1.03580053975122,-0.423113761802274,3.0384739441428,79.1,-1.72384676181254,6.92857602978795,CU,1.0
0.527482514574972,0.262599431770316,0.588167433555707,1.85265835283041,87.2,-1.5867849650506898,7.02914290394517,SL,9.0
0.5385964779842921,0.439971187887456,0.34060370502820797,2.7211008977724997,87.1,-1.74529700062655,7.0053635883849,SL,6.0
-0.7824004320898109,1.79393701876542,0.7779142656134,2.50370759992302,94.6,-1.36847063246603,7.079794396742389,FF,6.0
-0.7407311215202099,1.67174049600413,-0.0940676151044883,4.01539603200326,94.6,-1.75508927896341,7.03990945900372,FF,11.0
0.24230650374506602,0.5856552233780711,0.370317263858127,1.83207605904746,86.6,-1.66116732561675,6.97248665055979,SL,9.0
0.378917054459117,0.5492828531680121,0.700765803766809,1.25079406858062,87.8,-1.6984017090098,6.970605302132831,SL,14.0
0.549065410879047,-0.994747078120068,0.148402574356608,1.40463259580287,78.3,-1.69300263825263,6.90045234534972,CU,8.0
0.509864136431548,0.371076893717768,0.45596378474641,1.6047033022747201,85.3,-1.6227051233891399,7.12364720153642,SL,9.0
-0.7742897127155679,1.94271694577716,-0.0267861395182607,3.7256585126537596,95.0,-1.4716409006666598,7.16495969156013,FF,11.0
0.225130809061831,0.327716727608442,-0.215618634928445,1.8335980035588997,86.8,-1.64102525484749,7.0494939484265995,SL,8.0
0.443722548547085,0.46816487858412,1.2255731048511,0.7823766765566871,87.6,-1.5360325429692598,7.02887139051138,SL,14.0
-0.8208222559419441,1.81524700755278,-0.23121293570735102,4.02140435081928,96.4,-1.6296986507500402,7.08690158194882,FF,11.0
0.114166035548578,0.562371848075504,0.8089519610545399,1.36355195014418,87.2,-1.5753096849727901,7.0308400834614,SL,14.0
-0.9622557903971791,1.73968578148601,-0.3671364941986471,2.9127219239424904,94.6,-1.47804741597327,7.07568801534738,FF,1.0
-0.805732037837761,1.7474906217535702,0.0451514816121064,2.41043233276748,93.6,-1.5872533674935,7.11474543516925,FF,5.0
-1.176065663833,1.39147396051873,-0.8896678739209258,2.2354383600913197,85.8,-1.70348406168626,6.9626575306838605,CH,13.0
-1.30431777782477,1.2939687928021397,-1.54876684507319,3.11433302593572,86.4,-1.8108089839419401,6.9371170182904605,CH,11.0
-1.01907840148699,1.45395273230531,0.27598642804740897,3.05104889432422,94.6,-1.35739062733244,7.13948278147314,FF,2.0
-0.9457815183076508,1.4955347837686799,-0.9118842850045692,3.9213698659341603,95.0,-1.36529516876883,7.20380291181419,FF,11.0
0.22895258558629503,0.646312086901327,0.461340600190965,2.6069145942538596,87.7,-1.56761178303145,7.0316527112465,SL,6.0
0.36911507171526703,0.622721791840254,0.41582214011433505,2.3144609336861204,86.5,-1.5268265276983402,7.1354414705916795,SL,6.0
-0.827579450489625,1.57465511703396,-0.0614985194270722,3.3043514646919,95.7,-1.6066223175172498,7.033825228110241,FF,2.0
0.37979037303405,0.645807224232454,0.857153712073254,1.59020409477586,87.9,-1.4966998664146298,7.0882442027421,SL,14.0
0.678272753927698,0.538418671594816,1.3502801050214601,1.13425842599703,86.6,-1.53110084945671,7.0838640332322,SL,14.0
-0.796021936542805,1.81294366335764,-0.8052040070926669,2.5191315090610598,93.8,-1.4891561157673898,7.12990661958407,FF,4.0
0.377071565254796,0.377034222336886,0.53068027447359,1.8954886961159398,86.8,-1.50550928255277,7.092310874173321,SL,9.0
-0.56893787398723,1.8484470265613502,0.3777864779267439,3.16493811928813,94.0,-1.4086026523016297,7.126719163943809,FF,3.0
-0.815331686264095,1.77779597852117,-0.52061878197654,3.72563399416058,93.7,-1.4139502783833102,7.20252730136325,FF,11.0
-0.852259703302293,1.8656220595759898,0.6919526615910501,4.10141735048649,93.3,-1.48588872846237,7.247773477208941,FF,12.0
0.504597285406245,-0.8257770504512909,-0.6127932070406179,2.5952773209249504,78.4,-1.8552399114375502,6.976435560600341,CU,1.0
-1.3604495337465,0.9463900008803371,-0.41779050677492996,1.16572321325972,85.2,-1.9588360536326799,6.978899795482861,CH,13.0
0.8786046237243851,-1.0288774536196899,0.828921488034861,2.4592416628555696,79.0,-1.69515984691796,7.00438194956949,CU,6.0
0.7764902201909201,-0.8955663635675649,1.6221845809401398,1.9232403705758798,79.5,-1.48050042504534,6.97657372751605,CU,14.0
0.305758816502152,0.680165431594041,-0.39809411683962204,2.40200484678085,86.1,-1.54436130782127,7.183567011345019,SL,4.0
-0.710336225853933,1.8221273602095902,0.65961140116563,2.11629555986605,93.8,-1.29629103242092,7.252160176450619,FF,6.0
0.451842204314061,0.41306030692390705,0.415734120035481,1.3924631621878503,84.5,-1.6220133101737901,7.1161651608493495,SL,14.0
0.563157565957409,-1.0671190331119,1.17265373407277,2.1546287529585,80.6,-1.5574043748336202,6.991489056628961,CU,14.0
-0.9148369150620308,1.83303217014308,-0.09264675499164501,2.00420968551062,94.7,-1.4995634980219499,7.146184188936171,FF,8.0
-0.762010583961972,1.88879973382734,0.0563771119301146,3.19552787509579,93.8,-1.45226205251311,7.18949730891466,FF,2.0
-1.2165526056588998,1.20662139301635,-1.15209873379865,2.8723369535506498,85.5,-1.8106746462978203,7.05034331653327,CH,11.0
-1.28604396840684,1.41362663070126,-0.43083970782599,2.03268723304621,93.3,-1.59128346446896,7.080072299552279,FF,4.0
-1.2884299992597399,1.39730333161192,-1.0767241688831402,2.15631381587907,85.7,-1.86497541572567,6.985664017971589,CH,13.0
0.7327202917382191,-1.00516375462018,-0.5008461357437001,3.39233003996987,77.9,-1.7698057058212098,7.02718124241471,CU,11.0
-0.9290821696731941,1.7522886251541,-0.350439909615947,2.09596101811451,93.2,-1.49049324092994,7.163014596216541,FF,4.0
0.45299496037302894,-1.3605918318693502,1.50933170971074,-0.590937663303319,80.2,-1.480007708141,6.99410387308567,CU,14.0
-0.848437617263271,1.74845185763845,-0.9767593586788629,1.94963202602827,93.1,-1.50186011299097,7.179212801897019,FF,13.0
-0.865663874819175,1.70761985544126,-0.476496209374723,1.9410848987148899,92.8,-1.4807856373019999,7.218744037237751,FF,7.0
-0.874634711404283,1.83613212829081,-1.60474354775852,2.2408618714364503,95.2,-1.5638473042988201,7.06626999452713,FF,13.0
0.396713300134442,0.420708768744297,0.5998737460598571,0.247008970701408,87.6,-1.6977192563235899,6.9723372053988895,SL,14.0
-0.846876564795347,1.7156930787929299,-1.7244871740075298,3.46088886242189,95.0,-1.57832900135988,7.01545717957871,FF,11.0
-0.7615534088348271,1.69662917817374,-1.09361339652792,3.42486700263208,94.8,-1.64333298937956,7.09761497588483,FF,11.0
0.601532493244068,-1.19350697829038,-0.137993003614201,2.58687009203204,79.5,-1.8581966555721,6.90357110631432,CU,5.0
0.637606004758594,-1.13112653552686,0.08743223815457599,1.24774692673567,78.1,-1.7629632033703,6.9724695848270795,CU,14.0
0.306066692745612,0.5200944488313259,0.516804903808132,1.4828635751236998,87.6,-1.5325651233768,7.10177841029392,SL,9.0
0.305718158912965,0.39719094457731,1.25291064999798,1.66706884939515,88.0,-1.6370680450031698,6.97688453532702,SL,14.0
0.6358161205691509,0.5987395702539661,-0.0354613489243538,1.9426680512473702,86.4,-1.6817126288605602,7.08084222355705,SL,8.0
0.16110634522047698,0.42018609934367,1.03488356977122,0.541032100500852,86.6,-1.6070365230758998,7.00422117319012,SL,14.0
0.500618141018674,-0.985007262342782,0.592228099013049,1.77707535773199,78.3,-1.7976836076085703,6.9839215302972,CU,9.0
-0.8146215465307092,1.5690421037468898,-0.0267971442269161,3.1489130669588796,94.3,-1.52031427434607,7.06784984860489,FF,2.0
-0.7733954693564581,1.73773657401741,-0.8445650556971129,1.7845340985441398,93.3,-1.6207815520067501,7.110601155521799,FF,13.0
-0.738870910100967,1.5678249630108703,0.6990926546937,2.5881413492400003,93.1,-1.53578273338677,7.123218243178849,FF,6.0
0.330589847472485,0.7325021465792521,0.894556966075422,1.3220686494004699,86.1,-1.73126167834432,7.05398040355387,SL,14.0
0.546686040690202,0.6078607927676021,0.493891647953275,0.396518959564959,84.6,-1.87398344120102,6.9849124771848095,SL,14.0
0.511100261075184,0.757084973829653,1.2629974260577,2.4800102013081897,87.5,-1.55590856432191,7.07872954482031,SL,12.0
-0.738387268062225,1.8730733518706497,0.218549379239088,2.61515720688146,93.9,-1.32466733470375,7.13841840966238,FF,2.0
0.6188064777097659,-1.07307016899674,0.20115813577901198,1.9000671626411998,77.5,-1.70293502743957,6.99391101590229,CU,5.0
0.4468703002204029,0.38131210858410797,0.655945968957676,1.76724159524286,86.8,-1.52453069672092,7.043662643351119,SL,9.0
0.7393227058774041,0.31813032281410397,1.63320012012465,2.10271937773748,87.2,-1.4779092086205399,7.02628782879829,SL,14.0
0.165212420409112,0.57131404049657,0.964939493816586,1.6981182915376398,87.7,-1.62238504721924,7.04733730220243,SL,14.0
0.41155806572577497,0.5142717764186769,1.2978587222372,0.700630291221726,87.2,-1.42858960651512,7.023865240075231,SL,14.0
0.500896170611519,0.48663353178202295,0.842424422217519,1.99707090184229,86.2,-1.6051635047873403,7.04654317424328,SL,14.0
-0.7967420925726659,1.6624352837197098,-0.25515546762648494,3.32220169817509,95.0,-1.4539493268329,7.1011027883301,FF,11.0
-1.0175899030845,1.7124011078441497,0.12208508046599699,4.06487016693128,95.7,-1.7095224822706399,7.045758381989669,FF,12.0
0.20255995037841,0.29599383397800105,0.943634667555085,0.0393891273149077,87.0,-1.5589146418955002,7.02617233173663,SL,14.0
0.565625308970052,-1.0686419899558,0.405000813903106,1.6438728892608798,79.6,-1.7473892096576797,6.914616326362309,CU,9.0
0.540222151170993,-1.03660362314194,0.480312790326448,1.4805207220818501,79.0,-1.82060136358352,7.0069653283185005,CU,9.0
0.409692521668246,0.6467096779450511,1.27132649222378,1.5817093096393502,88.6,-1.48526023614537,7.0996336202274595,SL,14.0
0.00997428223662304,0.42136612554633096,0.7297925269044828,1.07437435720293,88.4,-1.5205541014352102,7.00640065809028,SL,14.0
0.5119061363575139,0.454437797952915,0.108160431521932,2.85141230850484,88.2,-1.65837705025857,7.01046219229875,SL,2.0
-0.7360589102479091,1.63323685767447,-0.5290811836955139,2.72346278592794,93.9,-1.4423908183063898,7.1114198559737805,FF,1.0
0.133770311832379,0.45255071457326895,0.780296575163537,1.7566800635247202,87.2,-1.5546911934921799,6.99573204752562,SL,9.0
0.386290695074371,0.384850434861071,1.0053259919843,1.93262825751703,87.2,-1.5360058733502502,7.063053430293519,SL,14.0
0.6888011234233481,-1.3347749008618401,-0.239407858991156,2.2044074578254502,78.3,-1.9957012070587599,6.9421488595591905,CU,5.0
0.34725211085541197,-0.88466743328811,1.61373315520386,0.20552510342797897,81.6,-1.93053561869506,6.933265427055839,CU,14.0
-1.31284923970318,0.9953020401483291,-1.55088954278458,3.44775248244805,86.5,-2.0515227764774497,6.84105447052337,CH,11.0
0.38357102655523606,-1.17826107808319,-0.0157949669089436,1.8282667793607101,78.2,-1.9835536416994899,6.9981514584068,CU,8.0
-0.764482166917122,1.6720831058991101,-0.34070994021449397,4.2970983614892795,95.0,-1.58625430431693,7.03519561777396,FF,11.0
-0.9508121199368229,1.63488268055489,-1.13197408020598,3.5076635024829703,94.6,-1.44490575624452,7.113315196057839,FF,11.0
0.5510439915774251,-1.07236312559886,-0.524132995169494,2.0552033837373798,77.7,-1.8667709969433899,6.91054863513466,CU,7.0
-0.56434643354478,1.6116079204649298,-1.6267300386138899,3.30188796170229,93.4,-1.5387245999101897,7.1660713887360705,FF,11.0
-0.799383214582924,1.86134409830998,-1.01161363230177,2.90419514761446,94.6,-1.401783707075,7.20832479997678,FF,11.0
0.456107569885636,0.38495997430622,0.9007468698390649,2.79694989659423,86.8,-1.6375092728124498,7.043342642349289,SL,12.0
